N  read    "read wait"   map	    shuffle communicate     "reduce wait"   reduce
10/8	0.00125	1.415	13.0975	0.0525	0.9675	0.1775	0.075	
20/16	0.00125	1.43875	13.164375	0.05625	1.3	0.358125	0.06125	
40/32	0.0015625	1.71875	14.1278125	0.1121875	2.108125	0.6375	0.13875	
80/64	0.00109375	1.77171875	15.84625	0.10109375	2.083125	2.9865625	0.11015625	
160/128	0.001328125	2.244375	15.227109375	0.11796875	3.452578125	5.94140625	0.11515625	
320/256	0.0017578125	2.2476171875	15.9657421875	0.126640625	1.8706640625	11.9091796875	0.1119140625	
