N  read    "read wait"   map	    shuffle communicate     "reduce wait"   reduce
8	0.0725	106.694	1043.79	8.21375	22.7387	14.4663	16.4037
16	0.028125	66.3731	523.236	4.21125	28.17	9.55063	7.47187
32	0.0134375	47.7006	259.389	2.04312	24.4462	5.89719	3.03781
64	0.00734375	17.5602	129.22	0.996094	9.89016	23.4967	1.27078
